date,company_id,revenue,expenses,cash_inflow,cash_outflow,cash_balance,outstanding_invoices,profit
2024-09-28,10,48084.91,11380.18,49981.21,16971.63,57737.64,4664.22,36704.73
2020-06-18,9,13194.58,10841.07,29777.41,40398.21,90392.94,18344.93,2353.51
2018-06-04,13,40537.54,14757.83,49676.47,35932.12,25595.95,9256.5,25779.71
2023-07-18,17,16517.78,16848.65,34243.34,10516.93,50854.24,7145.78,-330.87
2024-05-27,31,35842.21,34002.34,40126.8,29733.63,97997.48,15993.93,1839.87
2026-04-04,4,36230.6,8502.89,43406.0,13881.04,92768.11,5770.49,27727.71
2025-06-20,37,12497.23,14426.06,36154.93,16817.33,63280.92,1128.7,-1928.83
2021-05-31,4,29800.16,27099.08,43091.38,23180.48,90140.66,1038.15,2701.08
2024-04-07,37,28861.55,36867.75,43119.89,12617.84,34011.08,5915.95,-8006.2
2022-03-01,32,16743.09,8902.71,46712.58,29396.38,77423.35,3977.03,7840.38
2020-02-17,6,35873.26,33079.5,43430.59,39340.09,53756.53,19909.66,2793.76
2022-10-17,18,14296.72,18437.53,29075.63,8058.4,15115.91,1481.75,-4140.81
2018-07-21,10,39486.64,29543.76,48519.1,28879.83,52418.15,18242.17,9942.88
2021-12-05,1,24166.9,30674.68,29435.17,29680.24,72510.08,9245.81,-6507.78
2021-04-04,9,12106.07,32262.41,45978.0,35307.04,47179.54,11029.3,-20156.34
2026-07-08,38,11500.71,16268.8,36448.29,18637.74,37196.67,11426.75,-4768.09
2025-10-07,33,49494.81,23161.26,12296.11,15649.31,12435.66,7189.27,26333.55
2024-10-26,34,45436.56,28442.41,30093.69,16658.36,14158.19,19468.94,16994.15
2022-06-24,10,22721.62,39894.48,30380.8,43376.51,82991.71,4773.56,-17172.86
2018-02-05,18,30617.23,22043.65,23307.66,25233.57,19001.66,16967.36,8573.58
2025-05-02,6,22577.73,9447.42,29344.77,39069.06,16361.38,14030.37,13130.31
2018-04-04,1,28177.76,35601.61,31351.72,30319.55,89552.57,7554.29,-7423.85
2022-10-01,13,48998.33,29454.97,25474.37,25415.33,62064.19,19160.69,19543.36
2025-11-04,24,38354.96,39928.84,30077.71,42351.22,14600.25,11770.0,-1573.88
2023-08-29,36,34920.97,18765.56,44558.94,11337.36,47970.78,10978.41,16155.41
2025-08-28,11,19952.67,35220.61,13005.26,22473.14,92424.68,2526.52,-15267.94
2022-01-21,33,11683.0,20294.22,44614.48,9877.02,47734.3,14623.59,-8611.22
2022-08-09,35,48175.36,28879.48,22889.47,22293.63,72627.79,19242.22,19295.88
2026-11-16,23,11697.47,13921.56,18995.16,16526.27,99151.16,1430.6,-2224.09
2019-08-25,34,14716.38,34988.44,21079.97,10717.24,92342.28,3406.59,-20272.06
2021-11-15,36,47997.74,11713.62,37196.78,11076.49,99858.45,11216.05,36284.12
2025-05-11,34,44609.91,12809.21,43835.16,42884.52,46440.68,12001.1,31800.7
2021-02-04,19,42548.0,25321.64,36938.67,17494.77,65862.63,17663.99,17226.36
2020-10-20,26,10927.22,28875.3,42681.45,27271.96,10056.51,5595.14,-17948.08
2024-07-02,24,40471.27,33736.51,35221.93,31670.22,63991.03,15452.85,6734.76
2020-07-04,6,49958.51,30914.6,20414.84,49924.71,57601.93,16736.11,19043.91
2020-11-18,34,44896.54,25977.98,46543.93,12578.52,73021.23,15276.43,18918.56
2022-11-24,32,46546.02,19490.19,11849.58,20590.01,92194.64,4678.37,27055.83
2019-03-02,8,31911.85,22230.22,36540.18,33500.54,22596.57,17992.33,9681.63
2025-08-24,39,23169.32,18905.95,12092.43,48631.6,23119.87,15193.37,4263.37
2022-06-04,33,19605.26,36648.21,15981.58,29231.39,82519.56,5577.92,-17042.95
2018-07-03,32,10809.34,17144.03,34386.92,20202.87,33357.62,5083.04,-6334.69
2025-10-21,20,36070.81,31815.35,17615.12,32502.19,66187.96,30.96,4255.46
2020-04-06,5,48149.0,10210.51,49359.42,41859.42,36963.95,9420.62,37938.49
2025-01-06,1,36285.58,10164.02,12271.43,9270.5,66305.46,5970.18,26121.56
2019-07-03,4,27824.55,37135.5,24687.15,29172.04,87675.55,13068.81,-9310.95
2023-10-19,19,20470.91,8386.68,38131.71,9722.44,87789.37,7354.81,12084.23
2024-02-16,20,32347.64,19433.07,43722.1,11178.62,92544.38,16283.74,12914.57
2019-12-27,9,24034.87,18331.54,29199.38,24712.12,65689.36,9109.69,5703.33
2025-12-23,38,26132.67,20417.25,18152.38,35067.97,30551.3,17404.94,5715.42
2019-05-31,5,44052.58,23222.99,20799.57,44850.63,22285.38,15229.61,20829.59
2022-11-20,24,13738.28,29919.47,23150.77,21082.83,37388.36,10049.04,-16181.19
2020-08-28,5,15920.14,14672.9,29696.77,35235.08,36590.57,1856.55,1247.24
2026-01-08,10,42934.9,15229.04,22286.21,46991.0,99392.19,19488.21,27705.86
2022-08-10,25,43337.98,29867.23,47833.24,18754.22,44803.32,16750.48,13470.75
2018-02-10,14,37800.37,13135.66,43209.79,23843.17,48875.3,2736.69,24664.71
2023-05-17,7,40210.49,17544.45,27688.55,38408.81,59615.03,15670.23,22666.04
2018-08-15,30,47786.74,30661.49,19381.03,49032.24,35440.45,12966.61,17125.25
2023-04-06,39,14297.64,13678.86,47818.89,39101.97,38530.3,18311.32,618.78
2025-07-20,32,41457.36,36519.9,45575.53,11962.23,55774.85,5086.17,4937.46
2022-08-19,38,39327.46,32695.31,41668.24,24035.44,53867.59,18260.25,6632.15
2020-06-22,11,43443.73,27028.36,42630.21,25106.33,23282.46,15041.81,16415.37
2019-05-08,17,14230.77,22497.29,12242.34,39203.58,18052.77,815.68,-8266.52
2025-01-10,3,41815.25,17345.49,42985.74,17140.81,72218.9,18301.33,24469.76
2026-10-18,23,46317.15,16497.81,25164.74,45747.54,72681.3,5735.46,29819.34
2019-01-13,28,32707.78,13640.77,30466.39,41094.17,55789.91,1905.41,19067.01
2024-10-20,30,45014.33,23909.55,49965.88,14756.78,89793.31,3585.7,21104.78
2024-08-31,21,32645.07,36887.62,25360.46,10294.45,58165.05,8557.57,-4242.55
2023-04-18,35,11995.39,13402.69,36250.0,15029.37,48349.35,5164.46,-1407.3
2026-09-03,10,31720.11,12192.77,35094.96,34835.93,70409.3,7651.76,19527.34
2026-03-25,4,44802.83,26685.83,34733.83,9850.44,83743.2,10415.59,18117
2019-06-12,4,14597.71,13804.3,47801.96,19040.84,90094.42,6583.65,793.41
2024-05-14,24,15137.59,24624.44,46149.64,49988.74,71968.27,13127.56,-9486.85
2024-08-01,30,10476.39,21105.73,49654.33,14462.68,14156.42,1070.75,-10629.34
2022-04-05,27,39981.56,19308.86,21028.23,24542.47,51540.57,10704.83,20672.7
2021-11-04,13,16352.6,19161.83,19938.14,32201.4,93122.79,3403.66,-2809.23
2020-10-31,21,23377.48,29635.03,46341.67,37740.08,85558.77,5353.73,-6257.55
2023-07-19,15,24770.5,18863.76,42988.14,28105.92,62075.75,17059.11,5906.74
2018-06-14,23,11437.32,29830.85,34647.29,8567.38,56910.97,7721.54,-18393.53
2025-05-03,31,26898.82,38278.93,32753.82,33013.52,56904.49,17231.0,-11380.11
2022-06-04,20,35547.49,20612.48,38483.56,47118.42,37171.06,12805.95,14935.01
2020-07-10,6,19087.07,15551.86,31850.07,41117.16,70239.49,631.82,3535.21
2026-09-15,2,19341.24,31145.45,16747.33,47633.78,37152.5,18884.34,-11804.21
2024-03-23,17,19110.91,29131.67,30801.47,48833.75,89414.98,10417.81,-10020.76
2022-09-18,11,47709.65,16962.54,12480.77,44708.08,20621.82,8339.28,30747.11
2020-05-12,36,25596.19,10268.05,15702.62,41602.61,80800.78,17039.37,15328.14
2018-09-24,31,35075.1,35834.0,48842.55,9502.55,87688.21,5997.16,-758.9
2024-09-08,1,26100.48,39361.44,25939.42,26307.82,10916.26,1136.51,-13260.96
2024-03-07,1,12481.73,13741.73,18965.56,27119.98,39907.13,11162.35,-1260
2022-09-19,34,34768.54,10463.98,49257.63,17049.13,70516.64,16440.28,24304.56
2021-01-08,11,20493.52,29030.15,22925.28,16553.86,11622.33,13868.33,-8536.63
2025-09-30,39,22206.45,38617.05,20448.41,31821.35,62833.29,18750.89,-16410.6
2022-02-26,33,44703.14,17198.94,37700.53,17836.58,13342.72,11735.41,27504.2
2026-07-09,2,38121.59,30069.51,29447.0,42112.46,82266.76,7211.51,8052.08
2025-11-17,17,22854.22,14456.9,23391.11,18737.86,31467.55,17169.75,8397.32
2019-11-18,35,24292.5,21904.42,33947.96,23324.88,54868.88,5970.14,2388.08
2022-10-08,12,10668.83,35401.37,38178.1,17247.51,12639.31,4570.5,-24732.54
2025-01-02,27,15499.53,17225.31,41542.18,43807.53,78749.31,15958.08,-1725.78
2020-12-31,38,36136.35,35247.5,42434.04,22485.93,75075.26,6209.55,888.85
2021-10-31,40,21102.75,31045.47,46957.01,32009.24,62091.35,13412.61,-9942.72
2018-12-06,37,44625.98,21062.33,37160.95,35793.3,38554.92,16291.02,23563.65
2021-09-10,34,23718.11,10902.03,12627.92,21358.12,18006.98,11397.6,12816.08
2023-11-01,9,23304.56,15575.3,15072.04,35256.65,70675.48,18656.5,7729.26
2024-02-10,12,43906.53,10427.96,14802.32,11847.08,88818.74,7796.28,33478.57
2022-05-16,21,22029.09,10736.82,16700.28,20944.25,35900.23,6932.9,11292.27
2019-08-05,8,34850.74,36501.8,38240.62,24073.47,33656.89,15206.38,-1651.06
2022-02-12,29,26565.11,9926.51,26349.51,10715.85,12229.62,10097.62,16638.6
2020-03-09,6,15151.85,14466.98,37054.78,8446.49,84341.17,9007.89,684.87
2024-10-04,38,19475.3,26011.39,13891.76,22698.45,46161.79,19263.56,-6536.09
2018-11-20,38,12602.64,38284.76,35922.02,37032.52,55155.81,12661.1,-25682.12
2025-01-16,14,32331.89,28911.07,14320.22,43144.61,37723.54,4737.09,3420.82
2023-06-20,19,13168.73,16351.6,12888.92,25108.33,42698.58,801.51,-3182.87
2018-01-28,24,37409.7,32013.16,49964.71,46168.04,28916.14,13996.58,5396.54
2018-03-22,39,33313.82,15742.3,32569.91,17724.81,59914.09,12820.91,17571.52
2018-04-29,3,28000.52,28566.01,35753.04,17395.22,13035.05,15604.36,-565.49
2022-09-22,35,30818.72,30264.74,34881.84,46540.44,49168.08,4470.15,553.98
2021-01-07,5,42339.88,9090.39,24779.38,12395.11,87890.49,17712.65,33249.49
2025-09-25,30,19074.94,13320.72,36463.7,20353.12,41618.06,16302.17,5754.22
2021-07-04,21,17917.45,28482.35,44073.68,42853.93,42988.8,5727.31,-10564.9
2025-05-31,17,26124.22,31494.84,18672.65,43685.45,57975.14,19501.53,-5370.62
2025-10-02,6,30228.82,26713.45,33821.63,32855.02,36245.43,19912.47,3515.37
2019-09-09,32,24427.37,12480.06,36997.23,13587.55,15147.41,10075.93,11947.31
2018-12-11,17,29369.37,29636.05,46322.2,34289.51,33555.05,2568.55,-266.68
2020-07-09,11,27293.49,12229.76,38557.62,49008.94,77092.47,6804.16,15063.73
2023-06-09,40,32090.64,16906.59,28692.51,8919.45,38496.12,9376.93,15184.05
2021-04-02,6,49850.16,21801.42,32740.14,30234.26,66406.03,18399.17,28048.74
2022-12-11,24,17683.28,15723.38,26403.32,37570.39,61961.01,15848.95,1959.9
2023-06-04,10,19586.92,12012.48,31198.22,15128.69,12190.81,2558.32,7574.44
2023-09-22,20,32467.67,23420.73,20930.72,11982.67,70485.95,7299.01,9046.94
2024-11-17,6,18669.14,10169.98,13012.68,30893.73,51272.37,11763.73,8499.16
2024-03-29,27,39126.06,13046.79,41786.8,17114.17,34111.47,12949.87,26079.27
2018-08-29,26,11324.63,24710.49,45169.51,24662.1,52139.89,1716.34,-13385.86
2018-03-19,21,47687.85,13220.61,39705.48,8206.98,28019.3,14019.26,34467.24
2019-02-19,31,16373.15,22345.7,17032.29,38077.93,83832.44,3496.99,-5972.55
2018-02-18,34,43610.65,34935.85,14537.06,39512.68,25039.46,11072.86,8674.8
2020-10-12,25,23623.61,34531.89,41788.0,17391.17,87538.23,6680.11,-10908.28
2026-08-05,8,30924.87,24536.69,49252.42,21700.41,41716.88,9696.88,6388.18
2018-01-07,14,40295.37,38817.26,44546.24,44185.4,43736.63,11162.35,1478.11
2023-09-05,4,26093.89,9017.7,12899.84,28222.44,74276.08,2691.13,17076.19
2019-12-07,40,26249.73,8332.09,39426.8,48981.39,62401.02,7006.17,17917.64
2018-12-24,1,28984.67,39077.12,17953.44,39735.24,12814.44,7798.71,-10092.45
2021-10-20,30,15984.27,20889.21,33625.41,24549.15,71220.34,11208.14,-4904.94
2022-03-29,40,25820.17,19909.6,27951.0,48633.57,90677.84,15818.45,5910.57
2020-10-22,18,18153.85,20156.52,29018.27,32260.31,83139.92,4990.47,-2002.67
2025-05-08,29,49440.23,28161.49,42667.87,33598.64,85973.76,9936.01,21278.74
2024-03-29,14,21627.25,16747.77,38581.22,19073.29,82345.83,16167.44,4879.48
2021-07-27,12,27319.01,21612.36,20887.19,31621.15,22461.88,13402.01,5706.65
2021-05-20,1,36829.29,15295.01,41542.83,37328.25,46260.92,11681.85,21534.28
2024-10-13,32,48301.57,18928.92,26504.59,19284.74,57231.56,3556.58,29372.65
2022-11-06,8,27678.86,17789.35,44363.41,18512.75,35253.21,13930.2,9889.51
2026-06-29,25,35796.31,29470.12,37954.97,27875.63,11168.9,15545.0,6326.19
2021-11-03,34,16853.92,36142.52,14232.14,11350.34,55548.97,13203.63,-19288.6
2019-01-04,3,46314.86,23491.08,19742.36,28384.55,88271.09,19697.21,22823.78
2025-01-08,40,20934.38,27206.39,36595.72,9533.91,60815.05,861.14,-6272.01
2021-12-04,26,18378.66,20369.85,46199.04,11828.32,13712.07,1970.15,-1991.19
2019-01-18,35,48915.85,24569.06,22539.18,30387.3,42043.89,6507.45,24346.79
2021-11-08,15,47853.1,27657.54,28919.1,25434.02,48306.8,10957.9,20195.56
2021-03-23,16,40622.04,17845.27,33941.29,47549.37,97324.36,3535.58,22776.77
2022-04-12,17,31070.45,20379.85,14061.95,31251.8,29827.78,902.48,10690.6
2019-11-26,21,21810.44,36003.23,13666.58,8655.2,17674.43,1427.83,-14192.79
2021-05-11,26,27538.69,10919.78,29851.46,42349.93,18375.06,10309.0,16618.91
2024-04-26,40,29973.28,11874.68,11087.61,16364.43,91317.93,10915.73,18098.6
2024-11-23,16,21086.39,30016.89,29669.92,22981.43,93507.43,5261.9,-8930.5
2018-04-09,3,14726.8,11939.05,36004.45,32173.14,94016.57,10695.31,2787.75
2025-05-28,3,24644.04,20772.65,13112.62,23323.26,85674.89,7599.04,3871.39
2025-01-15,19,17879.58,20924.23,38251.87,44627.98,24146.14,11914.1,-3044.65
2024-02-07,28,48498.27,27595.23,23893.6,32722.33,76864.62,2923.51,20903.04
2020-09-19,15,24569.56,11359.4,16460.58,25896.18,52189.22,6291.89,13210.16
2024-05-26,7,36809.16,18917.24,26617.63,44924.66,71868.21,5087.75,17891.92
2026-10-19,17,17039.37,8151.1,16238.13,35882.5,37288.71,2509.17,8888.27
2023-07-02,23,45881.87,26626.27,23941.0,47948.7,16813.4,5363.68,19255.6
2022-07-13,17,18653.29,31497.14,13695.92,12438.73,36014.8,16636.63,-12843.85
2026-11-06,13,30625.37,30264.47,37856.79,16471.02,40384.27,6621.72,360.9
2018-11-20,5,25110.34,13182.64,29681.05,37579.38,43455.11,19436.73,11927.7
2019-07-14,31,38190.11,12695.46,40350.94,22014.09,53754.16,17044.59,25494.65
2022-10-20,29,31014.4,8054.1,45465.87,36539.61,96997.91,9070.73,22960.3
2023-06-11,26,27195.25,8453.63,11460.96,23156.03,29527.92,19833.04,18741.62
2018-12-22,37,13597.04,9278.22,28714.79,14137.67,11296.79,14625.31,4318.82
2023-02-01,28,44812.78,23756.13,34629.68,34176.92,70683.87,13714.11,21056.65
2025-10-11,13,29189.08,15483.14,43206.55,9886.96,96803.2,11229.82,13705.94
2025-05-23,22,30167.0,13784.06,26825.88,44589.13,99436.99,13549.63,16382.94
2024-04-07,30,41136.84,39457.76,43874.31,22676.62,20289.99,1089.95,1679.08
2021-11-27,19,11461.47,18270.33,21079.51,37912.07,27076.06,15028.98,-6808.86
2026-10-28,40,18153.9,26800.15,32173.86,30569.21,35744.9,9060.73,-8646.25
2023-08-13,14,24392.78,19043.69,35761.11,39258.5,29302.56,12.56,5349.09
2025-10-22,27,47126.54,20381.31,14176.66,40557.76,18705.29,9130.79,26745.23
2023-09-06,8,11197.62,20108.68,24289.14,46258.69,17001.88,7373.03,-8911.06
2020-04-14,21,11790.06,23396.92,13985.38,19824.91,75434.82,11890.51,-11606.86
2019-11-02,16,42101.15,26952.99,16182.23,33372.22,86599.15,11154.66,15148.16
2023-04-21,2,40991.7,37930.09,47786.87,43215.3,33986.84,11252.83,3061.61
2026-08-04,33,20942.53,16177.25,26628.19,34109.69,21334.27,19075.88,4765.28
2023-07-15,13,41408.12,21585.62,16737.68,29674.13,21874.09,4131.85,19822.5
2019-06-05,23,34942.3,18425.34,16126.68,13420.61,36210.72,2642.17,16516.96
2020-10-14,5,14909.47,39534.18,44610.77,20256.25,77422.75,962.44,-24624.71
2025-09-23,6,42969.81,8273.74,46946.8,9696.16,82344.01,12135.93,34696.07
2025-07-23,5,38986.27,28291.85,14234.45,32369.27,87651.43,1047.8,10694.42
2026-07-27,23,15380.2,31673.74,24740.15,29800.79,23925.55,1776.95,-16293.54
2024-05-22,14,21497.08,13613.78,24009.62,27988.64,67920.09,18670.06,7883.3
2022-05-23,10,26087.63,37188.47,30026.33,19968.7,26008.42,5742.28,-11100.84
2022-06-28,38,40074.22,27349.18,37644.76,26840.34,21364.29,6758.59,12725.04
2019-08-11,3,11604.86,38515.35,38114.38,45770.55,63820.23,2349.34,-26910.49
2026-12-03,14,48019.81,12628.94,11495.25,45235.57,86696.53,5802.99,35390.87
2019-02-02,26,10871.1,32020.62,17820.93,34187.95,52517.29,13565.84,-21149.52
2025-06-10,10,44476.32,32963.7,14160.71,24267.79,22859.9,12526.27,11512.62
2023-02-15,27,38017.09,30347.49,41437.85,40913.25,40678.33,3387.88,7669.6
2022-09-21,21,10974.96,8490.33,15957.95,23995.24,87688.41,19934.48,2484.63
2022-08-31,1,35782.53,23588.54,34254.29,15047.62,12504.3,10945.45,12193.99
2025-09-22,18,30698.96,22502.66,42349.0,28393.06,17578.07,6412.21,8196.3
2020-10-07,31,46779.04,37562.68,26170.71,46554.36,55393.63,6121.2,9216.36
2024-09-28,37,18371.4,9622.38,28106.73,40168.52,74789.48,2801.97,8749.02
2018-01-25,23,40308.83,17369.79,44369.69,22971.41,61539.31,14844.76,22939.04
2020-04-09,23,26833.46,39380.69,27473.71,28278.17,56336.52,13853.86,-12547.23
2026-12-10,8,15825.36,22058.23,35863.87,14467.47,19323.18,8865.39,-6232.87
2018-06-16,34,19495.4,18630.11,16573.06,10148.01,25646.75,10472.22,865.29
2021-01-14,39,38224.57,35005.04,21771.67,20754.49,99320.25,16252.6,3219.53
2021-07-24,12,13099.19,30119.99,49102.69,8539.59,66742.24,11040.56,-17020.8
2026-08-03,10,33145.15,28989.16,15188.36,32068.2,76332.06,14144.65,4155.99
2023-11-30,22,24814.29,31341.08,13244.76,49318.34,48286.26,10276.21,-6526.79
2021-11-28,15,20481.2,9579.0,41280.56,43651.73,70082.7,2554.71,10902.2
2024-07-31,1,39968.85,16621.66,23928.51,32626.31,99671.27,5947.62,23347.19
2023-03-11,36,36681.29,20455.35,37462.74,37723.77,97318.12,9708.87,16225.94
2020-03-13,26,42902.33,30615.78,20128.64,31671.84,47816.26,712.22,12286.55
2025-10-28,5,42767.17,26938.73,48535.02,33920.03,50153.67,4626.21,15828.44
2025-07-16,11,28388.5,20952.75,48133.47,32266.43,82230.79,522.51,7435.75
2023-08-08,36,45183.41,33795.91,21145.84,42170.61,23037.02,7418.34,11387.5
2019-12-31,27,41651.49,27390.51,39063.38,9400.88,76649.09,6335.58,14260.98
2023-04-19,11,43691.42,17500.42,22345.24,24808.78,37539.22,9011.76,26191
2019-07-18,6,33707.31,16764.06,45601.82,29281.67,70229.13,2471.98,16943.25
2024-06-10,11,21602.83,36957.65,14395.93,36601.38,59710.07,9475.54,-15354.82
2026-02-12,8,44283.11,39249.6,42138.33,40032.77,31869.86,6597.53,5033.51
2023-11-16,8,25509.62,10061.08,38588.61,22190.19,92708.93,12544.54,15448.54
2023-03-24,21,30403.56,11549.02,49622.8,40685.07,32745.81,7663.47,18854.54
2024-09-09,34,45226.34,8203.92,30497.91,42275.68,61620.34,11954.42,37022.42
2026-03-31,40,16337.72,31486.93,30898.12,42098.29,15861.4,15812.32,-15149.21
2023-03-28,17,15838.82,34029.74,19257.12,27821.08,79625.22,17028.86,-18190.92
2018-04-03,27,38997.48,15538.71,28604.37,18730.18,90203.96,5824.86,23458.77
2024-06-13,8,43446.49,18054.31,15392.05,49348.11,80898.01,19847.09,25392.18
2022-01-13,13,13307.77,23106.39,39985.74,15071.77,33137.18,9141.35,-9798.62
2025-04-03,27,46130.1,27105.36,25276.79,17017.25,33739.16,3868.47,19024.74
2020-05-01,38,39255.99,11356.29,46403.93,27558.29,16342.68,7540.73,27899.7
2018-05-20,25,11975.66,12568.61,45447.57,30469.5,65197.98,6379.89,-592.95
2019-06-30,18,31954.58,31580.22,22242.31,49260.21,44687.63,19071.2,374.36
2025-12-22,21,33532.19,13817.78,47079.62,15371.36,54037.58,11869.95,19714.41
2025-09-24,2,36832.5,28604.58,35330.98,48539.77,13342.81,2647.79,8227.92
2018-07-15,8,31705.41,29372.1,14289.78,17267.93,66746.11,6174.71,2333.31
2025-06-02,24,35036.11,24907.15,48733.07,19688.84,44085.62,15703.56,10128.96
2024-11-27,2,21810.69,17057.69,47693.74,39234.23,12848.54,16473.48,4753
2018-03-29,15,15174.64,8230.06,29480.25,37457.52,74738.08,14957.7,6944.58
2026-02-17,15,20390.51,25647.96,21141.0,10150.67,59393.9,2846.53,-5257.45
2025-10-29,19,47796.51,32488.11,25483.9,39142.82,25296.79,10774.83,15308.4
2023-09-18,38,40008.39,12924.61,11132.97,35588.04,73493.98,9745.45,27083.78
2025-05-25,37,49468.84,12614.11,48081.39,9892.95,15452.61,11822.56,36854.73
2025-04-04,17,19345.02,8583.95,11959.13,27589.23,28614.54,14204.89,10761.07
2024-12-03,10,23902.52,30904.62,31570.07,27030.39,53660.66,18176.47,-7002.1
2023-06-14,13,22664.04,12917.41,48065.97,9853.12,10234.85,12549.91,9746.63
2024-04-23,18,46284.49,31941.4,14399.7,21575.26,71428.77,13863.82,14343.09
2024-09-23,20,31541.35,11324.98,13702.97,20659.95,36177.43,6893.7,20216.37
2020-11-11,13,19705.94,26488.86,45936.12,16259.4,60884.7,7210.35,-6782.92
2024-03-11,15,10144.24,34252.3,27118.35,44724.68,94791.36,16482.29,-24108.06
2023-10-01,40,43829.54,14156.36,19686.44,25686.21,70741.05,10035.05,29673.18
2023-05-05,25,29387.75,15392.07,12844.96,24921.35,40970.83,15826.16,13995.68
2021-08-24,38,28010.92,38626.13,48815.19,27662.97,69177.59,15014.73,-10615.21
2020-10-05,23,10082.58,30124.73,28107.01,43238.8,30861.39,7272.19,-20042.15
2020-01-10,23,48151.81,38403.36,11996.61,47769.04,94188.45,1396.39,9748.45
2019-05-10,11,14568.99,28024.75,37019.82,30124.84,82568.03,3355.49,-13455.76
2026-01-24,34,25645.58,30874.31,24079.89,26583.82,17946.57,14233.18,-5228.73
2023-05-20,37,11389.96,29732.46,12692.94,21203.93,80504.82,2966.56,-18342.5
2021-07-08,34,43806.08,29911.92,40961.64,13589.31,80206.54,7243.63,13894.16
2018-10-14,29,44837.73,12425.85,37438.15,15470.7,76924.62,19593.18,32411.88
2018-02-14,33,31810.89,38053.53,28653.63,26620.05,94509.33,12374.49,-6242.64
2026-03-24,21,26667.78,27001.12,20274.37,22157.5,57491.42,4196.86,-333.34
2024-05-23,19,32088.41,38292.64,22369.97,37696.04,88799.49,14524.54,-6204.23
2019-04-30,17,30479.22,17627.04,15898.95,16743.74,55706.35,15229.35,12852.18
2026-04-21,40,44842.21,21470.39,13698.33,18208.66,29909.11,10726.39,23371.82
2026-12-12,34,18795.18,20170.03,20272.25,25145.35,24393.66,1608.89,-1374.85
2026-04-08,6,36916.59,34876.92,21774.25,45378.51,13547.23,3812.81,2039.67
2020-07-03,12,34527.3,22702.73,31000.77,31922.61,35900.9,11654.05,11824.57
2020-06-21,20,46042.97,38785.5,30731.11,9305.28,35755.77,18471.8,7257.47
2026-09-23,17,45022.48,21282.87,39329.05,23616.73,58867.93,6672.85,23739.61
2025-10-17,11,39184.08,39777.24,21948.52,27432.78,83180.81,3086.96,-593.16
2019-03-18,33,18214.45,19844.63,44527.11,40260.45,96869.4,4157.73,-1630.18
2024-11-13,28,16654.84,37722.99,49759.97,15892.35,67716.06,6256.37,-21068.15
2018-10-05,3,36424.57,13836.23,45738.86,48024.26,79511.41,7893.27,22588.34
2025-07-26,34,15779.08,13429.18,24325.09,47945.65,28631.94,7207.48,2349.9
2019-11-09,2,32148.3,28052.43,24215.31,28490.36,67903.41,12863.18,4095.87
2025-06-30,30,20899.63,35119.51,40795.77,47523.32,49542.08,8678.39,-14219.88
2019-11-10,12,36840.1,11419.12,22516.02,45998.77,72154.21,9017.63,25420.98
2019-01-13,23,18595.85,20052.14,43797.28,24871.78,72219.41,2609.9,-1456.29
2024-05-28,5,43613.22,36472.24,37376.75,11960.25,58307.33,15467.48,7140.98
2021-01-31,24,30578.38,28167.06,19480.51,37267.01,43306.38,14201.44,2411.32
2021-10-22,39,30823.44,18432.01,32629.38,26570.93,34335.5,15804.05,12391.43
2019-03-14,29,18079.77,33901.33,26719.39,23260.09,44731.52,940.72,-15821.56
2024-12-10,18,18506.18,36152.64,32124.52,49476.88,60281.65,12341.15,-17646.46
2026-12-03,19,17969.46,12566.86,12818.46,49684.76,30648.79,9209.74,5402.6
2019-08-06,16,33595.08,15160.04,37107.85,15201.78,80542.32,11224.97,18435.04
2020-05-25,8,49288.69,35313.98,22210.46,9555.04,99195.32,11367.66,13974.71
2025-12-29,18,20111.9,39631.7,27696.64,43623.82,16910.89,16291.78,-19519.8
2026-09-08,19,41106.2,36605.9,13920.27,29577.72,52348.21,7073.2,4500.3
2021-07-17,38,48062.93,12406.67,20980.41,42065.48,44993.65,12493.01,35656.26
2018-08-05,40,25431.89,31245.89,14663.19,22851.33,61199.77,2451.37,-5814
2024-05-28,11,10618.66,9009.18,46924.47,40856.1,94068.55,19759.8,1609.48
2025-05-20,26,30689.44,12348.96,46692.46,25459.4,52856.76,7201.93,18340.48
2018-06-19,8,15413.92,8557.37,24462.23,14876.46,81971.07,7390.45,6856.55
2021-07-05,9,30981.04,21608.85,21711.04,25902.05,16156.11,6449.09,9372.19
2021-09-04,33,24004.82,32090.23,31617.36,12541.09,49719.03,13047.74,-8085.41
2020-10-22,39,25471.15,14350.41,19844.7,48501.04,89234.83,18157.79,11120.74
2019-07-06,11,11209.21,17829.52,34149.71,36789.46,71119.55,5526.41,-6620.31
2021-07-04,38,20850.33,28488.42,23133.96,27952.84,44270.53,14980.36,-7638.09
2026-02-16,37,45781.32,31054.86,37990.03,26629.91,68428.36,17000.96,14726.46
2024-07-05,15,27450.52,27561.77,19512.32,17510.79,49355.21,2366.78,-111.25
2019-06-24,1,16055.74,25961.53,45631.79,44829.14,22251.26,6741.74,-9905.79
2018-01-28,32,11072.99,25255.39,15033.49,22634.9,51349.28,18509.24,-14182.4
2020-05-13,17,31027.52,37892.89,17173.01,40948.69,65065.71,5773.0,-6865.37
2022-04-12,40,39388.39,38865.17,35223.24,47341.58,15375.22,713.24,523.22
2022-11-30,16,27520.69,19603.08,36634.78,31480.14,14391.11,16637.39,7917.61
