date,company_id,campaign_spend,website_visits,leads,qualified_leads,new_deals,pipeline_value,conversion_rate,churn_rate
2022-08-12,23,3329.79,1421,59,35,13,42102.62,0.274,0.069
2022-12-07,4,2206.63,1354,86,78,19,38822.92,0.744,0.193
2023-05-11,37,3175.27,1543,55,30,12,26133.75,0.724,0.066
2023-01-06,12,3000.19,1078,108,45,9,75653.68,0.661,0.015
2025-09-22,3,3732.51,1823,98,73,9,39290.79,0.777,0.048
2026-07-15,1,3882.45,1278,93,65,12,68103.33,0.512,0.094
2026-01-30,5,3511.27,1911,99,42,8,29466.17,0.79,0.165
2025-08-12,27,2063.4,1070,77,36,13,44328.89,0.123,0.099
2020-08-01,31,3832.53,1086,101,22,14,73200.99,0.661,0.154
2023-06-09,15,2901.1,874,85,40,18,77768.28,0.258,0.194
2022-12-08,35,3340.27,1920,144,45,4,69155.33,0.98,0.04
2026-06-25,3,3765.89,1330,53,54,13,34576.6,0.659,0.148
2023-12-08,20,2497.22,1407,132,34,18,54580.48,0.91,0.111
2026-07-20,1,3721.11,1118,140,39,1,78398.54,0.141,0.002
2026-10-04,26,3432.04,1243,141,54,3,66229.72,0.991,0.187
2026-09-22,14,3050.27,1933,50,56,14,66731.24,0.178,0.136
2023-05-05,36,3734.67,1416,102,77,6,64961.44,0.863,0.128
2024-04-28,23,3576.57,1721,123,49,15,78885.22,0.654,0.157
2025-10-09,4,2726.27,1023,120,60,5,51449.99,0.002,0.169
2022-01-27,12,2696.97,1405,103,22,15,58849.82,0.154,0.108
2021-01-28,32,3337.26,1486,146,52,14,51042.48,0.861,0.043
2026-07-21,21,3269.52,1276,126,31,10,73993.99,0.379,0.132
2025-02-03,25,2659.25,1815,134,46,2,57412.55,0.397,0.171
2020-11-09,15,2237.58,812,130,75,4,35052.51,0.821,0.109
2024-07-15,18,3824.28,1046,127,43,6,34558.67,0.29,0.1
2026-04-23,31,3654.57,1557,86,43,11,34411.76,0.304,0.147
2022-11-26,8,3471.09,1332,59,51,13,34920.14,0.897,0.167
2021-11-04,30,3517.98,1094,91,39,6,29832.74,0.231,0.124
2022-03-01,7,2482.18,1472,126,50,12,34425.23,0.436,0.179
2020-06-09,15,2307.05,1337,115,57,10,65902.46,0.218,0.008
2021-10-17,24,2135.44,1311,85,36,3,52821.78,0.932,0.158
2021-11-06,15,2097.5,1932,59,33,9,23840.09,0.166,0.056
2024-01-26,8,3914.75,1202,129,39,14,24251.17,0.494,0.088
2026-06-23,10,2318.04,1677,112,39,7,34600.5,0.95,0.103
2021-06-07,23,3156.31,1498,111,42,13,51586.79,0.186,0.018
2023-09-04,1,3592.42,1563,111,58,2,36967.35,0.529,0.197
2020-02-28,35,3794.72,906,108,63,12,55471.55,0.953,0.033
2023-02-05,28,3893.77,1397,66,31,8,38534.98,0.943,0.084
2024-02-23,23,3135.11,1339,125,80,3,41242.41,0.947,0.129
2020-08-06,31,2982.1,1661,114,63,11,77016.66,0.019,0.193
2020-02-17,7,3613.06,1564,150,29,9,23095.35,0.701,0.082
2023-08-07,10,2205.22,1046,73,44,4,70939.79,0.987,0.133
2024-04-15,33,2945.52,882,94,32,20,45610.84,0.191,0.109
2021-02-17,20,3698.9,1584,94,41,17,52574.6,0.36,0.021
2023-07-31,11,3925.71,1185,107,26,14,54041.44,0.38,0.137
2026-12-04,32,2095.46,829,144,29,10,22545.64,0.841,0.099
2026-01-04,19,2121.35,1145,90,31,14,62413.17,0.451,0.169
2020-10-16,10,3160.74,835,94,79,17,63759.11,0.447,0.032
2021-05-04,4,3535.4,1704,58,61,11,61017.29,0.942,0.134
2023-01-04,11,3212.85,1032,93,33,13,24756.31,0.95,0.041
2023-08-22,8,3390.63,1801,81,69,7,50798.68,0.571,0.046
2023-09-29,12,3098.34,939,55,52,7,73531.34,0.07,0.087
2022-12-19,22,2642.14,982,124,78,3,65362.86,0.651,0.112
2026-07-17,20,3423.14,1487,117,37,4,26867.89,0.63,0.065
2021-05-05,21,3217.67,1143,79,69,7,64698.56,0.26,0.01
2025-09-28,4,3267.76,1913,120,67,6,43913.73,0.678,0.168
2024-04-17,19,3012.43,1084,127,78,14,28307.17,0.168,0.019
2025-05-17,20,2034.03,1048,100,60,19,39870.45,0.262,0.053
2025-08-06,23,2407.11,1885,71,40,11,56453.43,0.958,0.158
2022-08-01,28,3435.05,1567,73,39,10,34157.87,0.374,0.053
2025-06-29,22,3252.69,1572,71,24,16,38000.64,0.992,0.16
2025-03-08,20,2695.92,1586,106,56,17,46149.03,0.55,0.017
2022-11-09,9,3732.21,1473,53,33,18,32773.21,0.362,0.106
2023-03-02,6,3725.14,1630,125,39,17,77781.78,0.963,0.045
2022-04-26,1,2467.71,1504,104,52,17,30998.1,0.669,0.052
2020-01-01,40,3263.14,1427,69,78,8,48519.98,0.037,0.137
2026-01-16,6,3811.61,828,120,44,6,63094.08,0.402,0.187
2021-06-19,21,2804.64,1076,71,56,13,57523.77,0.608,0.122
2022-01-08,39,2613.67,1593,129,30,19,41961.23,0.814,0.076
2022-05-24,22,3450.4,978,66,56,9,67450.17,0.971,0.018
2025-12-24,29,2952.96,1309,140,29,20,70960.79,0.699,0.014
2020-06-23,18,3821.34,1184,108,48,11,78255.72,0.002,0.072
2022-07-07,36,3282.36,1444,134,22,19,60079.85,0.243,0.042
2021-05-18,13,3062.66,1549,64,35,17,66173.06,0.152,0.019
2020-07-25,17,3717.78,1857,79,52,3,46859.56,0.701,0.082
2024-12-14,13,2104.28,1815,65,28,15,40384.88,0.258,0.096
2022-06-24,21,3385.1,1610,120,58,8,47418.13,0.115,0.025
2026-10-25,34,3043.55,934,141,32,19,54947.6,0.087,0.061
2025-08-31,13,3876.15,1906,131,55,13,46470.1,0.718,0.141
2022-09-12,27,2072.87,1737,56,79,17,71902.06,0.971,0.008
2024-05-23,30,2725.38,1692,115,33,4,33127.82,0.595,0.159
2022-06-16,6,2142.37,1335,73,71,16,27130.46,0.397,0.093
2024-02-23,3,3307.03,1330,61,30,15,37494.85,0.026,0.162
2024-06-07,40,3272.16,953,146,54,2,77100.31,0.407,0.025
2022-12-05,20,2817.31,1114,85,46,17,28999.49,0.558,0.001
2025-07-15,25,2619.23,1517,84,72,11,64302.95,0.27,0.001
2024-04-16,25,3278.23,1826,135,80,10,44916.36,0.76,0.062
2021-03-27,36,3883.31,1638,61,65,16,35986.43,0.785,0.111
2026-08-26,26,2779.76,1214,103,44,20,23863.41,0.444,0.166
2022-07-12,5,3003.85,1145,141,74,3,44858.02,0.668,0.157
2026-04-18,10,2004.29,1012,115,20,7,54866.97,0.365,0.147
2021-04-11,20,2624.6,1634,85,40,17,56434.4,0.884,0.023
2023-09-01,38,3556.19,1784,87,50,8,62685.08,0.05,0.114
2022-02-16,37,3734.9,1415,64,21,18,41351.91,0.943,0.053
2025-08-05,20,2650.76,1949,80,25,7,61906.06,0.705,0.143
2024-04-24,10,2187.33,1564,111,73,16,40648.73,0.034,0.095
2025-03-21,10,3492.0,1505,112,54,10,75691.98,0.405,0.131
2020-04-20,17,2323.43,1057,55,24,2,24557.83,0.555,0.182
2022-05-05,13,3988.5,851,64,64,14,56315.2,0.142,0.113
2025-02-20,9,3759.9,1222,115,23,1,61967.83,0.902,0.011
2024-03-28,26,3533.48,1029,112,63,7,47505.47,0.789,0.157
2025-10-20,18,3571.13,1882,116,48,5,30847.47,0.9,0.155
2023-07-08,22,3605.63,1594,147,67,9,70933.05,0.823,0.039
2020-10-11,37,3296.17,825,59,44,6,31612.62,0.407,0.026
2021-11-24,38,2727.13,1896,129,28,19,27404.18,0.534,0.063
2020-06-02,14,2973.93,1768,87,22,5,61818.31,0.486,0.134
2022-07-03,16,2735.54,1694,133,75,3,36055.35,0.712,0.134
2020-06-23,36,2131.97,1675,84,70,20,28312.52,0.181,0.055
2025-07-19,30,2335.01,1256,115,29,7,54702.19,0.546,0.089
2021-02-21,30,3904.2,1402,98,47,20,55697.98,0.248,0.079
2020-02-23,31,3335.14,1639,74,51,15,47339.34,0.191,0.053
2026-08-10,19,2250.89,1975,63,36,11,53991.28,0.069,0.003
2026-06-10,12,2642.96,996,140,59,12,40745.09,0.677,0.124
2023-11-18,33,3227.07,1657,109,41,2,67360.45,0.512,0.121
2024-03-28,37,2473.13,1278,136,69,13,56329.39,0.156,0.076
2025-10-09,19,3634.03,1344,90,34,13,57800.6,0.609,0.193
2025-07-13,2,3891.93,1603,135,51,17,34776.01,0.289,0.064
2026-04-29,28,2475.63,1536,125,50,4,65685.21,0.876,0.023
2026-03-04,16,2415.95,1864,56,46,4,38768.36,0.76,0.104
2025-01-12,35,2312.41,1018,61,71,13,50422.8,0.083,0.191
2022-05-17,18,3847.66,1100,125,60,18,58298.4,0.054,0.069
2023-03-09,29,2310.06,1887,87,72,5,20119.73,0.77,0.016
2020-05-02,39,3684.48,1112,71,28,18,20933.84,0.247,0.059
2021-01-20,32,3137.17,1769,120,60,10,77845.5,0.91,0.022
2024-04-05,1,2017.9,1400,72,27,6,26832.58,0.07,0.107
2023-05-31,25,2410.43,996,116,20,14,42559.97,0.668,0.002
2022-07-22,8,3941.56,803,127,75,17,25735.39,0.605,0.007
2021-12-02,36,2851.2,1575,66,45,19,40201.56,0.996,0.064
2025-08-11,15,3148.99,1721,61,37,11,62216.43,0.177,0.16
2023-01-22,12,3924.9,1310,124,38,15,41246.44,0.347,0.151
2021-04-19,26,2284.87,1549,142,73,12,61653.21,0.972,0.18
2025-04-16,23,3375.37,1004,99,77,8,61086.51,0.442,0.014
2026-08-19,40,3097.38,1687,147,42,16,43289.65,0.577,0.16
2021-09-21,32,2610.47,1713,99,79,12,57983.13,0.68,0.035
2025-04-04,2,2191.21,1462,65,29,5,42023.38,0.267,0.028
2021-12-27,40,3316.64,1214,146,35,19,56854.92,0.473,0.184
2021-08-07,29,2283.94,951,89,49,16,32249.98,0.633,0.152
2021-08-07,35,3084.68,1240,106,67,17,72290.81,0.319,0.11
2023-12-18,10,3285.2,1966,76,41,2,65247.53,0.526,0.161
2025-12-07,36,3185.17,1800,93,73,11,23401.02,0.4,0.085
2023-04-01,20,3523.55,975,77,76,7,55169.72,0.259,0.083
2021-03-14,40,3298.51,874,147,37,4,38143.86,0.938,0.15
2025-09-22,38,3524.6,1834,127,32,8,53491.48,0.537,0.119
2022-03-10,2,3397.34,1578,103,33,9,51541.51,0.489,0.165
2026-10-28,35,2235.19,1549,89,26,6,27563.37,0.629,0.033
2026-08-20,36,3485.45,1580,71,59,6,69518.63,0.855,0.159
2024-12-25,21,3913.23,1744,50,78,11,39862.93,0.811,0.067
2023-08-01,26,2571.5,851,109,24,15,79605.79,0.122,0.041
2025-01-31,22,2231.36,1696,93,35,17,25187.82,0.197,0.014
2025-04-02,13,3257.82,826,127,52,3,57284.9,0.831,0.045
2022-10-27,30,2760.42,1316,85,75,4,59893.17,0.329,0.118
2020-10-28,1,2012.9,1541,105,76,11,65854.9,0.45,0.08
2021-09-02,8,2980.61,1733,69,70,20,73644.43,0.667,0.005
2022-04-01,23,3553.14,979,91,31,15,56169.41,0.371,0.065
2022-04-17,2,2494.18,1716,81,76,12,46935.95,0.107,0.092
2026-03-29,14,2762.83,1434,94,35,15,53835.22,0.979,0.037
2026-01-20,33,2051.0,1931,89,27,4,50325.45,0.383,0.151
2023-04-22,37,3519.58,889,82,44,7,67854.21,0.009,0.039
2020-07-29,7,2043.23,1656,132,70,14,39890.3,0.304,0.164
2024-04-05,18,2385.55,1847,101,70,16,74252.53,0.901,0.017
2026-11-02,23,2293.14,1383,107,67,11,63480.79,0.823,0.038
2023-04-16,27,2393.55,1191,124,60,20,71160.91,0.265,0.046
2026-03-01,14,2423.63,1465,57,74,4,32405.96,0.132,0.028
2025-03-31,9,2813.05,1069,53,52,7,25379.99,0.622,0.176
2022-12-04,26,2782.55,1095,150,76,5,52173.85,0.404,0.198
2020-04-19,34,2292.05,831,59,63,17,62409.62,0.67,0.19
2025-03-14,35,2678.3,1859,101,36,4,24388.31,0.321,0.166
2020-10-03,8,2704.79,1670,58,46,6,34191.42,0.08,0.147
2020-02-10,22,2959.06,1685,139,62,1,26552.14,0.555,0.004
2022-07-08,37,3649.66,1790,108,32,1,33772.01,0.701,0.197
2020-02-04,17,2740.36,1411,137,27,2,43436.98,0.342,0.038
2020-04-12,27,3062.74,1559,66,53,2,47936.06,0.506,0.184
2024-01-15,7,3914.09,998,116,52,4,34957.86,0.315,0.175
2023-12-17,2,3451.87,1004,74,29,8,23842.82,0.181,0.064
2025-11-04,16,2121.34,1299,81,79,6,54917.56,0.443,0.085
2021-01-07,2,2841.9,1646,72,21,1,43523.28,0.213,0.059
2020-05-22,3,3296.7,1557,52,75,17,73265.56,0.369,0.19
2023-08-26,36,3131.19,1077,123,76,12,71133.14,0.049,0.188
2020-06-20,38,3180.8,1455,133,36,6,76576.79,0.818,0.172
2025-06-12,15,2581.04,1956,103,71,8,31284.71,0.432,0.178
2025-03-08,17,3044.61,1764,82,55,5,23300.01,0.925,0.039
2025-06-09,31,2045.57,1830,142,70,1,28512.31,0.388,0.125
2025-10-01,21,3968.95,1208,98,38,5,23145.78,0.951,0.185
2022-06-07,26,3682.99,1130,88,77,13,66746.47,0.839,0.124
2020-07-28,39,3077.78,1574,113,65,10,22857.19,0.554,0.084
2025-04-07,32,3245.81,1054,56,48,13,53110.82,0.523,0.165
2023-10-12,7,3570.26,1563,59,25,11,56002.93,0.381,0.053
2020-11-06,12,2446.66,1012,68,69,18,67124.9,0.517,0.194
2021-01-29,13,3525.21,1033,115,39,13,69544.15,0.919,0.176
2020-08-17,13,3326.47,1386,77,71,20,57373.9,0.64,0.181
2024-02-08,18,3796.5,1216,63,67,20,33078.86,0.292,0.036
2022-09-11,27,2788.53,1630,92,57,9,54123.8,0.562,0.034
2021-12-05,1,2769.27,1879,70,73,19,34201.64,0.044,0.015
2023-11-28,33,2152.09,1480,139,26,18,52211.92,0.545,0.085
2020-01-21,37,2723.96,1673,64,33,15,50344.16,0.101,0.008
2026-06-06,24,2860.79,1866,149,41,14,54812.85,0.591,0.033
2023-09-16,3,2371.02,920,108,48,14,36337.43,0.761,0.112
2022-04-03,16,3582.6,1639,75,72,20,21607.84,0.395,0.157
2021-12-18,31,2262.65,1621,54,61,18,23703.11,0.27,0.132
2024-04-04,27,2944.36,1590,105,26,18,70522.28,0.803,0.151
2025-01-22,26,2381.01,1818,62,25,5,38588.39,0.017,0.125
2024-03-22,21,2418.49,941,125,63,11,25487.35,0.046,0.172
2022-02-17,6,3285.02,1316,137,26,7,21859.6,0.969,0.115
2024-11-05,28,2881.33,1074,118,51,13,53692.3,0.185,0.15
2024-08-20,16,2463.96,1232,122,26,7,67163.95,0.204,0.107
2025-05-22,32,2267.24,924,121,73,5,28702.73,0.456,0.136
2020-11-07,10,3475.87,978,135,40,11,65885.87,0.288,0.135
2024-05-17,12,2997.62,1775,117,55,3,48476.89,0.195,0.11
2024-12-22,26,2403.41,1339,100,63,5,30405.93,0.824,0.046
2023-10-21,15,3114.04,1975,69,56,3,50269.0,0.577,0.054
2024-10-26,18,3711.32,850,60,45,8,40622.11,0.425,0.051
2022-10-27,2,2221.86,1424,75,33,8,72978.12,0.875,0.17
2021-07-22,7,2197.68,942,94,53,12,20659.55,0.846,0.125
2022-12-01,16,3193.59,1137,74,59,5,44325.3,0.236,0.076
2024-02-15,6,2646.75,1844,136,67,11,72946.38,0.935,0.117
2022-12-17,30,3410.8,993,102,61,16,51443.04,0.924,0.196
2025-06-20,1,3967.12,834,71,66,16,42621.62,0.417,0.195
2026-03-24,22,3480.07,984,138,79,11,76923.26,0.369,0.189
2022-06-30,5,2332.49,1616,75,58,10,20387.11,0.876,0.185
2021-03-10,36,2070.94,1171,93,56,16,76032.34,0.029,0.153
2020-12-09,12,3938.76,1706,100,31,6,54684.01,0.387,0.034
2024-07-27,4,3150.43,863,76,31,1,46538.02,0.908,0.186
2021-01-18,20,2310.54,1377,104,23,3,75867.48,0.484,0.029
2023-04-15,8,2567.55,1093,59,44,20,51561.56,0.44,0.096
